city,name,institute,cadre,duration_weeks,idno,training_name,year
New Delhi,Shri Sanjay Prasad,National Institute of Public Finance and Policy,Gujarat,1,01GJ025700,Fiscal Policy and Macro Economic Management,2012-2013
Nainital,Shri Rameshwar Prasad Gupta,Uttarakhand  Academy of Administration,Gujarat,3,01GJ025800,Junior Level - 1985- 88 Batches,1994-1995
Mussoorie,Shri Rameshwar Prasad Gupta,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ025800,Middle Level - 1984-90 Batches,2000-2001
Mussoorie,Shri Rameshwar Prasad Gupta,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ025800,Senior Level (17-20 years service),2004-2005
Thiruvananthapuram  ,Shri Raj Kumar,Institute of Management in Government                                      ,Gujarat,3,01GJ025900,Junior Level - 1986- 89 Batches,1995-1996
Calcutta            ,Shri Raj Kumar,Indian Institute of Management Calcutta                                    ,Gujarat,1,01GJ025900,Managing Change in Organisation,1998-1999
Bangalore,Shri Raj Kumar,Indian Institute of Management,Gujarat,2,01GJ025900,Middle Level - 1984-90 Batches,2000-2001
Nainital,Shri Raj Gopal,Uttarakhand  Academy of Administration,Gujarat,3,01GJ026000,Junior Level - 1985- 88 Batches,1994-1995
Mussoorie,Shri Raj Gopal,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ026000,Middle Level - 1983-89 Batches,1999-2000
Mussoorie,Shri Raj Gopal,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ026000,Middle Level - 1983-89 Batches,1999-2000
Hyderabad,Shri Raj Gopal,Administrative Staff College of India,Gujarat,1,01GJ026000,WTO & the New Trade Regime,2001-2002
New Delhi,Shri Raj Gopal,The Energy and Resources Institute (TERI),Gujarat,1,01GJ026000,Recent Advances in Biotechnology,2005-2006
New Delhi,Shri Raj Gopal,Indian Institute of Foreign Trade,Gujarat,1,01GJ026000,Advanced Course on WTO,2006-2007
Guwahati            ,Shri Lalnunmawia Chaungo,Assam Administrative Staff College                                         ,Gujarat,3,01GJ026200,Junior Level - 1986- 89 Batches,1995-1996
New Delhi,Shri Lalnunmawia Chaungo,Indian Institute of Foreign Trade,Gujarat,1,01GJ026200,International Business Management,1998-1999
Mussoorie,Shri Lalnunmawia Chaungo,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ026200,Middle Level - 1984-90 Batches,2000-2001
Ahmedabad           ,Shri Lalnunmawia Chaungo,Indian Institute of Management                                             ,Gujarat,1,01GJ026200,Infrastructure Development and  Financing,2004-2005
Mussoorie,Shri Lalnunmawia Chaungo,Lal Bahadur Shastri National Academy Of Administration,Gujarat,1,01GJ026200,Ethical Issues in Today's Administration,2008-2009
Shimla,Shri Lalnunmawia Chaungo,National Academy of Audit & Accounts,Gujarat,1,01GJ026200,Improving Governance through Accountability,2011-2012
Thiruvananthapuram  ,Shri Anuradha Mall,Institute of Management in Government                                      ,Gujarat,3,01GJ026300,Junior Level - 1987- 90 Batches,1996-1997
Hyderabad,Shri Anuradha Mall,Administrative Staff College of India,Gujarat,2,01GJ026300,Middle Level - 1985 - 91 Batches,2001-2002
Bangalore,Shri Anuradha Mall,Indian Institute of Management,Gujarat,1,01GJ026300,E-Governance & Management of IT,2003-2004
Bangalore,Shri Anuradha Mall,Indian Institute of Management,Gujarat,1,01GJ026300,E-Governance and its Benefits ** Programme Cancelled**,2005-2006
Bangalore,Shri Anuradha Mall,National Law School of India University,Gujarat,1,01GJ026300,Administrative Law,2006-2007
Bangalore,Shri Anuradha Mall,Indian Institute of Management,Gujarat,1,01GJ026300,Changing Agriculture & Rural Development Policies,2009-2010
Pune                ,Ms. S Aparna,Yashwantrao Chavan Academy of Development Administration                   ,Gujarat,3,01GJ026301,Junior Level - 1987- 90 Batches,1996-1997
Bangalore,Ms. S Aparna,Indian Institute of Management,Gujarat,1,01GJ026301,Infrastructure Development & Financing,1999-2000
Hyderabad,Ms. S Aparna,Administrative Staff College of India,Gujarat,1,01GJ026301,Basic Course on WTO,2003-2004
Ahmedabad           ,Ms. S Aparna,Indian Institute of Management                                             ,Gujarat,1,01GJ026301,Urban Management,2005-2006
New Delhi,Ms. S Aparna,National Institute of Public Finance and Policy,Gujarat,1,01GJ026301,Fiscal Policy and Macro Economic Management,2012-2013
Shimla,Ms. S Aparna,National Academy of Audit & Accounts,Gujarat,1,01GJ026301,Improving Governance through Accountability,2014-2015
Guwahati            ,Shri Mukesh Puri,Assam Administrative Staff College                                         ,Gujarat,3,01GJ026500,Junior Level - 1986- 89 Batches,1995-1996
New Delhi,Shri Mukesh Puri,The Energy and Resources Institute (TERI),Gujarat,1,01GJ026500,"Climate Change and State Preparedness: Impacts, Vulnerability and Adaptation",2013-2014
Mysore,Shri Sanjay Nandan Agrawal,Administrative Training Institute,Gujarat,3,01GJ026600,Junior Level - 1985- 88 Batches,1994-1995
Faridabad           ,Shri Sanjay Nandan Agrawal,National Institute of Financial Management                                 ,Gujarat,1,01GJ026600,Budgeting and Public Expenditure Management,1999-2000
Bangalore,Shri Sanjay Nandan Agrawal,Indian Institute of Management,Gujarat,2,01GJ026600,Middle Level - 1985 - 91 Batches,2001-2002
New Delhi           ,Shri Sanjay Nandan Agrawal,National Informatics Centre                                                ,Gujarat,1,01GJ026600,E-Governance & Management of I T,2003-2004
Mussoorie,Shri Sanjay Nandan Agrawal,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ026600,Senior Level (17-20 years service),2005-2006
New Delhi,Shri Sanjay Nandan Agrawal,National Institute of Public Finance and Policy,Gujarat,1,01GJ026600,Fiscal Policy and Macroeconomic Management,2014-2015
Guwahati            ,Shri Arvind Kumar Sharma,Assam Administrative Staff College                                         ,Gujarat,3,01GJ026700,Junior Level - 1986- 89 Batches,1995-1996
Bangalore,Shri Arvind Kumar Sharma,Indian Institute of Management,Gujarat,1,01GJ026700,Management of Information  Technology,1999-2000
Guwahati            ,Shri Bidyut Bihari Swain,Assam Administrative Staff College                                         ,Gujarat,3,01GJ026800,Junior Level - 1986- 89 Batches,1995-1996
Faridabad           ,Shri Bidyut Bihari Swain,National Institute of Financial Management                                 ,Gujarat,1,01GJ026800,Financial Management,1999-2000
Mussoorie,Shri Bidyut Bihari Swain,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ026800,Middle Level (10-16 years service),2004-2005
Mussoorie,Ms. Anita Karwal,Lal Bahadur Shastri National Academy Of Administration,Gujarat,3,01GJ026900,Junior Level - 1986- 89 Batches,1995-1996
Calcutta            ,Ms. Anita Karwal,Indian Institute of Management Calcutta                                    ,Gujarat,1,01GJ026900,Management of Information Technology,1998-1999
Hyderabad,Ms. Anita Karwal,Administrative Staff College of India,Gujarat,2,01GJ026900,Middle Level - 1985 - 91 Batches,2001-2002
Hyderabad,Ms. Anita Karwal,Administrative Staff College of India,Gujarat,1,01GJ026900,Basic Course on WTO,2003-2004
Bangalore,Ms. Anita Karwal,Indian Institute of Management,Gujarat,1,01GJ026900,Management of Delivery of Services in Government,2012-2013
"Sonipat, Haryana",Ms. Anita Karwal,O P Jindal Global University,Gujarat,1,01GJ026900,Leadership and Stress Management,2014-2015
Pune                ,Shri Amrendra Kumar Rakesh,Yashwantrao Chavan Academy of Development Administration                   ,Gujarat,3,01GJ027100,Junior Level - 1987- 90 Batches,1996-1997
Shimla,Shri Amrendra Kumar Rakesh,National Academy of Audit & Accounts,Gujarat,1,01GJ027100,Budgeting and Public Expenditure Management,2000-2001
Bangalore,Shri Amrendra Kumar Rakesh,Indian Institute of Management,Gujarat,2,01GJ027100,Middle Level-1986-92 Batches,2002-2003
New Delhi,Shri Amrendra Kumar Rakesh,IILM Institute for Integrated Learning in Management,Gujarat,1,01GJ027100,Management of Environment and Natural Resources,2005-2006
New Delhi,Shri Amrendra Kumar Rakesh,Indian Institute of Foreign Trade,Gujarat,1,01GJ027100,Advance Course on World Trade Orgnisation (WTO),2011-2012
Nainital,Shri Pankaj Joshi,Uttarakhand  Academy of Administration,Gujarat,3,01GJ027200,Junior Level - 1987- 90 Batches,1996-1997
Mussoorie,Shri Pankaj Joshi,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ027200,Middle Level - 1985 - 91 Batches,2001-2002
New Delhi           ,Shri Pankaj Joshi,National Informatics Centre                                                ,Gujarat,1,01GJ027200,Basic Course on Computer Applications,2002-2003
Hyderabad,Shri Pankaj Joshi,Administrative Staff College of India,Gujarat,1,01GJ027200,Basic Course on WTO,2003-2004
"NOIDA,UP",Shri Pankaj Joshi,International Centre for Information Systems and Audit,Gujarat,1,01GJ027200,IT Management and Governance,2007-2008
Gurgaon             ,Ms. Sunaina Tomar,Haryana Institute of Public Administration                                 ,Gujarat,2,01GJ027300,Junior Level - 1989-92 Batches,1998-1999
Hyderabad,Ms. Sunaina Tomar,Administrative Staff College of India,Gujarat,2,01GJ027300,Middle Level-1986-92 Batches,2002-2003
Hyderabad,Ms. Sunaina Tomar,Administrative Staff College of India,Gujarat,1,01GJ027300,Basic Course on WTO,2003-2004
Mussoorie,Ms. Sunaina Tomar,Lal Bahadur Shastri National Academy Of Administration,Gujarat,1,01GJ027300,Ethical Issues in Today's Administration,2004-2005
Chandigarh,Ms. Sunaina Tomar,Institute for Development,Gujarat,1,01GJ027300,Strategies and Techniques for Management and Resolution,2006-2007
Mussoorie,Ms. Sunaina Tomar,Lal Bahadur Shastri National Academy Of Administration,Gujarat,1,01GJ027300,Ethical Issues in Today's Administration,2008-2009
Nainital,Ms. Sunaina Tomar,Uttarakhand  Academy of Administration,Gujarat,1,01GJ027300,Community Mobilization and Participatory Management,2010-2011
New Delhi,Shri Kathikithala Shrinivas,Indian Institute of Foreign Trade,Gujarat,1,01GJ027400,Basic Course on WTO,2003-2004
Hyderabad,Shri Kathikithala Shrinivas,Administrative Staff College of India,Gujarat,1,01GJ027400,Advanced Course on WTO,2009-2010
Thiruvananthapuram  ,Shri Manoj Kumar Das,Institute of Management in Government                                      ,Gujarat,3,01GJ027500,Junior Level - 1987- 90 Batches,1996-1997
Mumbai              ,Shri Manoj Kumar Das,National Institute of Industrial Engineering                               ,Gujarat,1,01GJ027500,IT & E-Governance,2001-2002
New Delhi,Shri Manoj Kumar Das,Indian Institute of Foreign Trade,Gujarat,1,01GJ027500,Advanced Course on WTO,2003-2004
Nainital,Shri Manoj Aggarwal,Uttarakhand  Academy of Administration,Gujarat,2,01GJ027600,Junior Level - 1989-92 Batches,1998-1999
Bangalore,Shri Manoj Aggarwal,Indian Institute of Management,Gujarat,1,01GJ027600,Financial Management,2000-2001
"NOIDA,UP",Shri Manoj Aggarwal,Amity School of Natural Resources and Sustainable Development,Gujarat,1,01GJ027600,Environmental Impact Assessment of Developmental Projects,2007-2008
Nainital,Shri Kamal Kumar Dayani,Uttarakhand  Academy of Administration,Gujarat,3,01GJ027700,Junior Level - 1987- 90 Batches,1996-1997
Bangalore,Shri Kamal Kumar Dayani,Indian Institute of Management,Gujarat,1,01GJ027700,Management of Information  Technology,2000-2001
Hyderabad,Shri Kamal Kumar Dayani,Administrative Staff College of India,Gujarat,1,01GJ027700,Advanced Course on WTO,2005-2006
Nainital,Shri Kamal Kumar Dayani,Uttarakhand  Academy of Administration,Gujarat,1,01GJ027700,Community Mobilisation and Participatory Management Techniques,2006-2007
Bhubaneswar         ,Shri Chandra Vanu Som,Gopabandhu Academy of Administration                                       ,Gujarat,3,01GJ027800,Junior Level - 1987- 90 Batches,1996-1997
Bangalore,Shri Chandra Vanu Som,Indian Institute of Management,Gujarat,1,01GJ027800,Quantitative Methods and Operational Research for Public Policy and Management,2005-2006
Mumbai,Shri Chandra Vanu Som,Tata Institute of Social Sciences (TISS),Gujarat,1,01GJ027800,Social Policy and Governance,2013-2014
Nainital,Shri Arunkumar Solanki,Uttarakhand  Academy of Administration,Gujarat,3,01GJ027900,Junior Level - 1987- 90 Batches,1996-1997
Bangalore,Shri Arunkumar Solanki,Indian Institute of Management,Gujarat,2,01GJ027900,Middle Level - 1985 - 91 Batches,2001-2002
Ahmedabad           ,Shri Arunkumar Solanki,Indian Institute of Management                                             ,Gujarat,1,01GJ027900,Infrastructure Development and  Financing,2004-2005
Jaipur              ,Dr. V Thiruppugazh,HCM Rajasthan State Institute of Public Administration                     ,Gujarat,3,01GJ028000,Junior Level - 1988- 91 Batches,1997-1998
Panchgani,Dr. V Thiruppugazh,IC Centre  for Governance (ICCG),Gujarat,1,01GJ028000,Ethics in Public Governance,2011-2012
Chennai,Dr. V Thiruppugazh,Anna Institute of Management,Gujarat,1,01GJ028000,Good Governance,2013-2014
Shimla,Dr. V Thiruppugazh,National Academy of Audit & Accounts,Gujarat,1,01GJ028000,Improving Governance through Accountability,2014-2015
Thiruvananthapuram  ,Ms. Jayanti Srinivasan Ravi,Institute of Management in Government                                      ,Gujarat,2,01GJ028100,Junior Level - 1989-92 Batches,1998-1999
Hyderabad,Ms. Jayanti Srinivasan Ravi,Administrative Staff College of India,Gujarat,1,01GJ028100,Infrastructure Finance,2013-2014
Hyderabad,Ms. Jayanti Srinivasan Ravi,Administrative Staff College of India,Gujarat,1,01GJ028100,Ethical Leadership in Public Governance,2014-2015
Jaipur              ,Ms. Anju Sharma,HCM Rajasthan State Institute of Public Administration                     ,Gujarat,3,01GJ028200,Junior Level - 1988- 91 Batches,1997-1998
Mussoorie,Ms. Anju Sharma,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ028200,Middle Level (10-16 years service),2005-2006
Nainital,Ms. Anju Sharma,Uttarakhand  Academy of Administration,Gujarat,1,01GJ028200,Community Mobilisation and Participatory Management Techniques,2006-2007
Navi Mumbai,Ms. Anju Sharma,Indian Institute of Capital Markets,Gujarat,1,01GJ028200,Financial Market Regulations,2013-2014
Pune                ,Shri Sayed Jawaid Haider,Yashwantrao Chavan Academy of Development Administration                   ,Gujarat,2,01GJ028300,Junior Level - 1989-92 Batches,1998-1999
Guwahati            ,Shri Jagdish Prasad Gupta,Assam Administrative Staff College                                         ,Gujarat,2,01GJ028400,Junior Level - 1989-92 Batches,1998-1999
Chandigarh,Shri Jagdish Prasad Gupta,Institute for Development,Gujarat,1,01GJ028400,Strategies and Techniques for Management and Resolution,2006-2007
Bangalore,Shri K. N. Bhatt,Indian Institute of Management,Gujarat,2,01GJ028426,Junior Level-1993-96 Batches,2002-2003
Nainital,Shri K. N. Bhatt,Uttarakhand  Academy of Administration,Gujarat,1,01GJ028426,Community Mobilisation and Participatory Management,2008-2009
Mussoorie,Shri P. N. Sharma,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ028429,Junior Level - 1992 - 95 Batches,2001-2002
New Delhi,Shri P. N. Sharma,IILM Institute for Integrated Learning in Management,Gujarat,1,01GJ028429,Management of Environment and Natural Resources,2006-2007
Mussoorie,Shri R R Varsani,Lal Bahadur Shastri National Academy Of Administration,Gujarat,2,01GJ028439,Junior Level-1993-96 Batches,2002-2003
Bangalore,Shri R R Varsani,Indian Institute of Management,Gujarat,1,01GJ028439,E-Governance and its Benefits,2004-2005
New Delhi,Shri R R Varsani,IILM Institute for Integrated Learning in Management,Gujarat,1,01GJ028439,Management of Environment and Natural Resources,2006-2007
